ポストURL,いいね数,RT数,インプ数,投稿者名,投稿テキスト,投稿日時,画像,収集日時
https://x.com/momo_fukuen/status/2027019263786270727,81,0,4627,もも｜回避型彼氏と復縁,復縁叶えた人は全員、別れた直後の地獄を乗り越えてる。私もメンヘラ爆発させて振られて、人生で一番つらかった。でもあのどん底があったから、後悔しないように素直になることを選べて復縁できた。あの時諦めなくてほんとによかったと思う。どん底でも彼を愛するって決めた女性は絶対に幸せになれる,2月26日,,3月21日
https://x.com/momo_fukuen/status/2026851429391151159,152,5,26765,もも｜回避型彼氏と復縁,1ヶ月で復縁してわかったのは、冷却期間の長さより『殻にこもった回避型の心の開き方』の方が100倍大事だってこと。普通の男性は放置したら追いかけてくる。でも回避型は「俺がいない方が幸せみたいだし、別れて正解だった」って身を引こうとする。私の場合、不安ぶつけて振られちゃったから余計に、,2月26日,,3月21日
https://x.com/momo_fukuen/status/2026776719232061712,59,5,4562,もも｜回避型彼氏と復縁,回避型との復縁は『変わった自分』より『素直な自分』を見せた方がいいよ。私は復縁活動で自分磨きとかしないで、ただ明るく楽しく接することだけ意識した。そしたら「前より一緒にいて楽」って言われた。回避型は相手が自然体でいてくれる方が安心する。無理に違う自分になろうとしなくて大丈夫だよ,2月26日,,3月21日
https://x.com/momo_fukuen/status/2026991375615730087,59,3,13979,もも｜回避型彼氏と復縁,,2月26日,,3月21日
https://x.com/momo_fukuen/status/2026944805377622306,49,2,5099,もも｜回避型彼氏と復縁,回避型にとって元カノって、いつまでも『自分を受け入れてくれた唯一の存在』なんだよね。新しい人に心開くまで時間かかるから、振った側だとしても元カノへの執着が重いくらい残る。私の彼も「（私）ちゃん以外に素を出せる人いない」って復縁後に言ってた。回避型が復縁率高いのはそういう理由。,2月26日,,3月21日
https://x.com/momo_fukuen/status/2026620064913568103,73,5,15726,もも｜回避型彼氏と復縁,,2月25日,,3月21日
https://x.com/momo_fukuen/status/2026651620889735385,39,2,2955,もも｜回避型彼氏と復縁,「復縁しても幸せになれない」「早く次いきなよ」とか余計なお世話すぎる。私が復縁活動してる時もこういうこと言ってきた人いっぱいいた。全部聞き流したけど、ちゃんと復縁できたし幸せになれただから外野の声はほんっとに気にしなくていいからね。幸せになるために復縁を目指してもいいの。,2月25日,,3月21日
https://x.com/momo_fukuen/status/2026576741675024778,86,2,7340,もも｜回避型彼氏と復縁,「復縁しても同じこと繰り返すよ」って周りに言われて絶望した2年半前。でも『回避型の心理』にあわせて信頼回復→復縁したら、愛冷めるどころか年々溺愛度が増してて今では彼の方が重いくらい。だから心配しすぎなくて大丈夫だよ。結局信じられるのは、自分の直感と経験者の声だけ。,2月25日,,3月21日
https://x.com/momo_fukuen/status/2026489289878712612,20,0,5007,もも｜回避型彼氏と復縁,元カノから連絡きても「また傷つけるかも」って逃げちゃう。回避型の彼に連絡しても反応が悪いのはそのせい。殻にこもった回避型は厄介だよねでも、この罪悪感をうまく使えば『復縁スイッチ』を入れられる。私も最初は全然進展しなくて悩んだけど『回避型のNGポイント』を避けて戦略的に動いたら、,2月25日,,3月21日
https://x.com/momo_fukuen/status/2026489287383068984,261,14,34701,もも｜回避型彼氏と復縁,回避型ほど未練たらたらで引きずる男はいないよ。彼らは向き合えなかったことを自覚してる。好きな子を傷つけたこともわかってる。罪悪感で動けないだけなの。回避型って別れた後も「向き合わずに逃げて傷つけた」「幸せにできなかった」ってずっと考えてる。ただその罪悪感が強すぎて、,2月25日,,3月21日
https://x.com/momo_fukuen/status/2026291916426633404,99,1,7725,もも｜回避型彼氏と復縁,復縁したい人は聞いてほしい。いま彼と連絡取れてるなら、それだけで十分チャンスあるからね。私も冷却期間ガン無視したけど復縁できた。せっかく連絡取れてるのに『冷却期間』とか気にして変な動きする方が危険。復縁のルールより『目の前の彼とのコミュニケーション』が復縁につながるカギだよ。,2月24日,,3月21日
https://x.com/momo_fukuen/status/2026265281862213906,116,5,23422,もも｜回避型彼氏と復縁,『元彼に沈黙されてる』、これ実は復縁率がかなり高いパターンなんだよね。私も回避型の彼に冷たくされたし既読無視もされた。『連絡が来ない、冷たい＝脈なし』と落ち込んだ瞬間もあったけど実際は全然違ったの。復縁したあと彼に「別れたあと、冷たかったしLINE無視したのなんで？」って聞いたら、,2月24日,,3月21日
https://x.com/momo_fukuen/status/2026409550874816750,36,1,3345,もも｜回避型彼氏と復縁,行動してから時間差で進展するのは復縁あるある。ずっと未読無視だった彼に毎月LINEし続けてたら、急に返信がきて、そこから毎週デートするまで距離が縮まったって報告もらった返信なくても連絡がきっかけで彼の心に確実に変化は起きてる。すぐ変化がなくても焦らなくて大丈夫だからね。,2月25日,,3月21日
https://x.com/momo_fukuen/status/2026265284294910074,20,0,4149,もも｜回避型彼氏と復縁,「振ったから気まずいし普通に接するのは罪悪感で無理だった」って。男が動かないのは気持ちがないんじゃなくて罪悪感で身動き取れないだけ。そんな気まずさを抱える回避型に「落ち着いたらご飯行きたい」みたいな反応に困るLINEを送るのは絶対NG。罪悪感でブロックor無視される率高め。そのかわり、,2月24日,,3月21日
https://x.com/momo_fukuen/status/2026209733280235998,151,6,14231,もも｜回避型彼氏と復縁,正直、復縁したいっていうより「あのころに戻りたい」って思ってた。もっと言うと「彼にもう一度名前を呼んでほしい」だった。ほんとに復縁できるのかなって毎日不安だったけど、『正しい戦略』で動いたら復縁できた。未練も執着もあったけど普通に復縁できたから、自分を追い詰めなくていいからね。,2月24日,,3月21日
https://x.com/momo_fukuen/status/2026043387179389315,27,0,2280,もも｜回避型彼氏と復縁,回避型の元彼が冷たいのって「気持ちが冷めたから」でも「関わりたくないから」でもない。単純に「気まずいから」みたい。私が復縁した彼が「振ったのに今まで通り接する方が失礼だと思った」って。心折れそうになるからやめてって感じだけど、振った男性からすると気持ちがないわけじゃないんだよね。,2月24日,,3月21日
https://x.com/momo_fukuen/status/2025914313706508525,135,2,27730,もも｜回避型彼氏と復縁,回避型との復縁、実は『LINEさえミスらなければ成功率がめちゃくちゃ上がる』。回避型って返信のハードルが少しでも高いと動かないタイプ。「なんて返せばいいかわからない」と感じた瞬間に後回し。「いまさら返信しても遅いよね」ってそのまま放置する。でもこれって『回避型が返しやすいLINE』なら、,2月23日,,3月21日
https://x.com/momo_fukuen/status/2025775290019107227,180,8,33185,もも｜回避型彼氏と復縁,実は、回避型が別れを告げる瞬間って『愛情が消えたわけじゃない』。本当は正反対で、大好きな相手を自分が不幸にしてるって自己嫌悪に陥って距離を取ろうとしてる。「一緒にいることで彼女を苦しめてる」っていう罪悪感で関係を終わらせようとするのは回避型あるある私も不安オーラ出してたせいで、,2月23日,,3月21日
https://x.com/momo_fukuen/status/2025850285479109071,89,2,16758,もも｜回避型彼氏と復縁,男が100%冷めることってほぼない。女性は気持ちがゼロになってから振るけど、男性はグレーのまま別れを告げるから。感情処理が苦手な回避型はとくにそう。私の彼も「好きかわからなくなった」って言ってたけど、これ言うの男だけだから気持ちが戻りやすいし、復縁成功パターンも男が振った側が多いの,2月23日,,3月21日
https://x.com/momo_fukuen/status/2025775292833493150,26,0,2905,もも｜回避型彼氏と復縁,彼の『男としてのプライド』を傷つけて振られた。『男は彼女が幸せだと自信がついて、不安だと自信を失う生き物』ってほんとにその通りだよね。ここで自信喪失した回避型を放置すると復縁率が下がるから気をつけてほしい。日常に慣れて「今の方がラク」って思った回避型は戻らない。手遅れになる前に、,2月23日,,3月21日
https://x.com/momo_fukuen/status/2026117503047602386,81,2,10976,もも｜回避型彼氏と復縁,回避型との復縁で見落としがち『回避型は安心感と信頼で動く生き物』ってこと。好きかどうかより「この人といて疲れないか」「安心できるか」で決めるんだよね。回避型が冷たいときって「また重い話になるかも」「なんか求められそう」って警戒してるだけ。私の彼も別れた直後はそっけなかったけど、,2月24日,,3月21日
https://x.com/momo_fukuen/status/2025695343967346841,93,3,9839,もも｜回避型彼氏と復縁,愛してくれる人を手放すと後悔するのが回避型。人一倍『愛されたがり』だからねだから一途に愛された男ほど別れたときの罪悪感が強くなる。彼も振るときは冷たかったけど「やっと自由だ！」なんて思わなかったみたい。『重い女性』が復縁に有利なのは、こういう男性心理があるからだよ。,2月23日,,3月21日
https://x.com/momo_fukuen/status/2025570909957083536,128,3,8429,もも｜回避型彼氏と復縁,復縁後の回避型が急に溺愛モードになるのには理由がある。『逃げた自分をそれでもこの子は愛してくれた』って事実に、本気で安心するんだよね。回避型と深い絆を作るには別れを乗り越える必要があるんだと思う。見捨てなかった相手への信頼が深まるし、一途に愛されてた事実が彼を変えるってこと。,2月22日,,3月21日
https://x.com/momo_fukuen/status/2025493262191256061,71,2,8568,もも｜回避型彼氏と復縁,回避型は「別れても平気に生きていける」って実感すると戻らなくなっちゃうんだよね。友達が冷却期間信じて3ヶ月後に連絡したら、彼が「もう過去のこと」って言い出して復縁できなかった。それが怖かったから、私は定期的に連絡して復縁を叶えた。回避型の彼には完全に存在を消さないのがほんとに大事,2月22日,,3月21日
https://x.com/momo_fukuen/status/2025411830903128558,128,3,27560,もも｜回避型彼氏と復縁,復縁した回避型の彼に「過去の元カノと復縁した彼女(私)の違いって何？」って聞いたら「過去の元カノは時間が経ってから連絡してきて俺の中で完全に区切りがついてた。でも(私)ちゃんは気持ちが残ってるうちに連絡くれたからそれが大きかった」って。逃げるように別れた回避型は、時間が経つほど、,2月22日,,3月21日
https://x.com/momo_fukuen/status/2025187399081623921,148,2,15880,もも｜回避型彼氏と復縁,回避型との復縁は『重い女』が圧倒的に有利だよ。彼らは愛されることに慣れてない。だから本気の愛を向けられると処理できずに逃げる。でも別れてやっと気づく。「あれほど愛してくれた人はいない」って。回避傾向が強い男性ほど、愛情が時間差で効いてくる。だから『重さ』が原因で振られた人ほど、,2月21日,,3月21日
https://x.com/momo_fukuen/status/2025326161249570915,64,0,4639,もも｜回避型彼氏と復縁,復縁→溺愛で超大事なのは『下手に出ない、対等でいること』。回避型の彼に遠慮すると余計にギクシャクしちゃうけど、カラッと接してると付き合ってた頃の空気に戻れる。こっちが普通にしてると相手もその雰囲気に引っ張られる。私も復縁活動してるときすごく意識してた。変な気遣いはいらないからね。,2月22日,,3月21日
https://x.com/momo_fukuen/status/2025031833784836407,45,1,6251,もも｜回避型彼氏と復縁,最後に戻ってくる率が高いの。でも、回避型の厄介なところは自分に自信がないところ。「俺と別れた方が彼女は幸せになれる」って本気で思ってるから、冷却期間を置いても絶対に戻ってこない。逆に数ヶ月も距離を置いたら気持ちも落ち着いて「別れて良かった」が確定しちゃう。だから早い段階で、,2月21日,,3月21日
https://x.com/momo_fukuen/status/2025031830978928983,406,15,50863,もも｜回避型彼氏と復縁,回避型が本気で惚れた相手にだけする行動、それは『自分から別れを告げる』こと。テキトーに浅く付き合ってる場合、どれだけ冷めても放置プレイ。でも本当に大事な相手だと、愛情が強くなりすぎて処理できなくなる。だから別れを告げる。つまり『振られた＝本命彼女』ってことなんだよね。だから、,2月21日,,3月21日
https://x.com/momo_fukuen/status/2024842575803457921,70,3,3667,もも｜回避型彼氏と復縁,復縁って100回の拒絶を耐えた先に叶うものだと思う。私も振られる前から別れた後まで何度も突き放された。そのたびに傷ついた。でもその先に幸せな未来がちゃんとあったんだよね。数回のNOで諦めるには早すぎる。つらい道のりだからたくさん休んでいい。諦めさえしなければチャンスは必ずくるからね。,2月20日,,3月21日
https://x.com/momo_fukuen/status/2024816012500312136,97,5,18877,もも｜回避型彼氏と復縁,男性って元カノを絶対忘れない。私たち女性には信じられない感覚だけど、男性にとって元カノっていつまでも『特別な存在』なんだよ。特に回避型の男性は自分の弱い部分を見せられる相手が極端に少ないから、元カノへの執着が残りやすい。でも男心って複雑で、別れてから時間が経ちすぎると、,2月20日,,3月21日
https://x.com/momo_fukuen/status/2024959748467016129,61,1,5542,もも｜回避型彼氏と復縁,回避型は『大切な関係を守るために距離を置く』選択をする。復縁して初めて知った事実。メンヘラの私には想像もできない考え方だったから別れる前はぶつかった。でも今はそれが彼なりの愛情なんだってわかる。回避型にとって別れを選ぶことすらも不器用な愛情表現。だから最後に戻ってくる率も高いの。,2月21日,,3月21日
https://x.com/momo_fukuen/status/2024770848251642107,161,6,13167,もも｜回避型彼氏と復縁,男は『本気で向き合ってくれた元カノの大切さ』に別れてからしか気づけないんだよね。一緒にいる時は当たり前だと錯覚してる。私の回避型の彼も、復縁後に「あのころの俺は本当にバカだった」ってぽろっと言ってた。本気で愛して尽くした自信があるなら、その記憶は絶対に彼の心に残ってるから大丈夫。,2月20日,,3月21日
https://x.com/momo_fukuen/status/2024689320846909677,82,1,11801,もも｜回避型彼氏と復縁,回避型と復縁して気づいたけど、復縁って「殻にこもった回避型の心をどう開くか」がすべてなんだよね彼らは別れた後、殻に閉じこもって「一人の方がラク」って思い込もうとする。でもそれって本心じゃない。冷たく突き放すのにブロックしないのがその証拠。心では戻る可能性を期待してる。だから、,2月20日,,3月21日
https://x.com/momo_fukuen/status/2024600882080289101,96,2,7729,もも｜回避型彼氏と復縁,復縁した友達と話すと『後悔しないようにできること全部やった』ってみんな言う。受け身で待ってた子は一人もいなくて「ブロックしない＝彼が迷ってる＝チャンス」って考えてガンガン動いたって。私も完全に同じマインドだから共感。復縁に必要なものって、運でも我慢でもなくて行動力だなって確信した,2月20日,,3月21日
https://x.com/momo_fukuen/status/2024408841052705056,241,5,21074,もも｜回避型彼氏と復縁,復縁した彼に「別れた後の連絡、うざいと思った？」って聞いてみた。「あんなに冷たくしたのに何で？とは思った。けど本気で俺のこと好きなんだって思って普通に嬉しかった」って。現代の男性ってみんな自信ないし、回避傾向ある。だから『振られても一途な姿勢』がかなり刺さるんだろうなぁと思った,2月19日,,3月21日
https://x.com/momo_fukuen/status/2024384264834527305,118,7,17026,もも｜回避型彼氏と復縁,回避型の男あるある勝手に彼女を『女神扱い』して劣等感抱えてるんだよね。私の復縁した彼も完全にこれで、冷たく突き放すのは雑に扱ってるわけじゃなくて「こんな素晴らしい女性の隣にいる資格がない」って気持ちみたい。だからこそ未練たらたらで、こっちの関わり方次第で最後はちゃんと戻ってくる,2月19日,,3月21日
https://x.com/momo_fukuen/status/2024325704641597916,302,13,27003,もも｜回避型彼氏と復縁,回避型は『自分の感情が乱れる相手』からしか逃げない。つまり、彼にとってあなたは感情を乱してしまうほど『特別な存在』ってこと。どうでもいい相手には冷たくしない。でも本気で好きだった相手には壁を作る。自分の感情をコントロールできなくなるのが怖いから。だから彼の冷たい態度は、,2月19日,,3月21日
https://x.com/momo_fukuen/status/2024121823940784212,76,1,6276,もも｜回避型彼氏と復縁,回避型の彼と復縁したあと「最初は積極的だったのに冷たくなるってどういうこと？」って彼に文句言ったら「本気で惚れるとかっこつけるから、嫌われるの怖くて距離置きたくなる」って。回避型の心理は複雑けど、弱い部分さらけ出して仲直りした後はずっと溺愛状態。別れを経験したおかげだと思う。,2月18日,,3月21日
https://x.com/momo_fukuen/status/2024231447876497880,128,1,10490,もも｜回避型彼氏と復縁,"回避型と復縁した私がやらなかったこと

・SNSでの充実してますアピール
・『そっけない＝脈なし』と決めつける
・別れた原因を持ち出して「ごめんね」連発
・「魅力がないから振られた」と自己否定する
・執着はダメと決めつけて無理にポジティブ思考

これやらないだけで復縁率あがるから保存してね",2月19日,,3月21日
https://x.com/momo_fukuen/status/2024096213650608483,45,3,3970,もも｜回避型彼氏と復縁,回避型と復縁できた子って『追ってる感がないLINE』がかなり上手。だから積極的に連絡しても進展する。回避型が返信しないのは忙しいからでも興味ないからでもなくて「どう返せばいいかわからない」って迷ってるから。で、迷ってるうちに時間が経って「今更返すのも変だし」ってなる悪循環。だから、,2月18日,,3月21日
https://x.com/ddk1_01/status/2024026849668731336,78,4,17431,R,これほんっとそうマジで回避型は沈黙しすぎは超注意。私も冷却期間だからって連絡しないでいたし、いつまで冷却期間取ればいいの？と思ってた矢先に過去の彼からの「彼女と同棲したからLINE消すね！」という連絡で復縁の可能性ゼロになった。回避型は構ってちゃんが多いから放置しすぎは注意だよ。,2月18日,,3月21日
https://x.com/momo_fukuen/status/2024046708641181883,120,4,9801,もも｜回避型彼氏と復縁,結局、回避型の男を変えるのはこちらの『どストレートな愛情』のみ。復縁活動を頑張ってる人ほど、駆け引きでどうにかなるほど甘くないって知ってると思う。わざと冷たく放置して、それで一時的に復縁できても長続きしないのが目に見えてる。私が本気だから彼も応えてくれたんだって復縁してわかった。,2月18日,,3月21日
https://x.com/momo_fukuen/status/2023759377275228283,36,0,4005,もも｜回避型彼氏と復縁,復縁した彼が教えてくれたのは、回避型は別れた後ずっと後悔してるってこと。逃げたこと、向き合えなかったこと、自由になのに全然幸せじゃないこと。別れてから気づくんだよね。私たちがすべきなのは「彼が戻れるきっかけ」を作ることだけ。プライド高い回避型も、きっかけさえあれば戻ってこられる。,2月17日,,3月21日
https://x.com/momo_fukuen/status/2023875351596642711,25,1,1485,もも｜回避型彼氏と復縁,「復縁は100%ないし、もう会わない」って言われたけど復縁できた。今では毎日連絡くるし「行きたいとこある？」って毎週末デートに誘ってくる。自分が変われば、回避型だろうがなんだろうが相手の気持ちも変わっていく。今の状況だけ見て「無理」って諦めなくていいからね。,2月18日,,3月21日
https://x.com/momo_fukuen/status/2023728384359231787,20,0,2890,もも｜回避型彼氏と復縁,連絡手段さえあれば復縁の可能性は十分ある。でも「興味ないふりして追わせる」「自分磨きして振り向かせる」作戦は普通の男には効くけど回避型には逆効果。回避型は競争心や嫉妬で動くんじゃなくて『安心できる人のそばにいたい』で動くから。むしろ駆け引きに気持ちが冷めるタイプ。私も振られる前、,2月17日,,3月21日
https://x.com/momo_fukuen/status/2023397452632690975,306,12,16742,もも｜回避型彼氏と復縁,回避型が戻ってくる相手って結局不安型なんだよね。安定型はあっさり切り替えちゃうから。回避型もそんな相手には戻りたくならない。私もそうだけど不安型の女性っていい意味で諦めが悪い。これってネガティブじゃなくて、回避型と復縁して長期的なパートナーになるために必要な長所だと思う。,2月16日,,3月21日
https://x.com/momo_fukuen/status/2023508182082183530,84,2,6188,もも｜回避型彼氏と復縁,男は、元カノとの「楽しい未来」を想像した瞬間に復縁を意識する。私の回避型の彼も、私があまりにも楽しそうだから釣られたって言ってた。振られる前、ずっと不幸オーラ撒き散らしてたの反省したよね謝罪して許してもらおうとするより「私といると人生得するよ〜！」くらい強気で楽しくいるのが大事,2月17日,,3月21日
https://x.com/momo_fukuen/status/2023374482094821403,39,1,6176,もも｜回避型彼氏と復縁,自分からは絶対に動かないところ。ここで追いかけると逃げるけど、完全放置だと新しい彼女を作る。基本寂しがり屋だからでもそんな回避型と「関係修復→復縁する手段」がひとつだけある。それは『回避型の警戒モードを刺激しない関わり方』で信頼を取り戻すこと。最初はそっけなくても、,2月16日,,3月21日
https://x.com/momo_fukuen/status/2023327450374267043,88,1,8335,もも｜回避型彼氏と復縁,彼と別れた当時の話をたまにするけど『別れ際に感情的になってすがった私』より『幸せだった時の私の笑顔や甘えた姿』の方が記憶に残ってたって。振った男ほど元カノを美化するって本当なんだね。だからこそ円満な別れじゃなくても復縁は叶うし、数年単位で時間をかけなくてもよりを戻せるんだと思う。,2月16日,,3月21日
https://x.com/momo_fukuen/status/2023222567188972014,121,2,16808,もも｜回避型彼氏と復縁,9割の人が勘違いしてるけど『彼と会えなくても復縁はできる』からね。「彼に会ってもらえない」って落ち込む人が多いけどほんっとに関係ないから大丈夫。私も復縁寸前まで彼と会えなかったし、LINEや電話で復縁してから会う人もたくさんいる。特に回避型は「会うと復縁迫られるかも」って構えるから、,2月16日,,3月21日
https://x.com/momo_fukuen/status/2023143780778704998,226,6,7367,もも｜回避型彼氏と復縁,今、復縁を目指してる子は100%幸せになれるよ。どん底の状態を経験したなら、あとは上がるだけだから。「どうせ復縁できる」「どうせ幸せになる」って開き直っちゃえば、運も必ず味方になってくれる。女の子はそれくらい欲張りでいいの。彼に別れたことを後悔させて、ぜったい幸せになろうね。,2月16日,,3月21日
https://x.com/momo_fukuen/status/2023031282180170071,20,1,1572,もも｜回避型彼氏と復縁,回避型に冷たくされてもブロックされてないなら絶望しなくていいからね。彼らは本気で逃げたい時は完全に姿を消すから。連絡手段が残っているのは、彼の中であなたが「まだ切れない存在」ってこと。私もそれをチャンスだと思って行動した。言葉の冷たさより『ブロックしない彼の真意』を見るのが大事。,2月15日,,3月21日
https://x.com/momo_fukuen/status/2022957197446238323,119,3,10706,もも｜回避型彼氏と復縁,回避型と不安型って実は似た者同士。お互いに『愛されたい欲求』が人一倍あるから惹かれ合う。でもストレスがかかったときの反応が真逆だからすれ違いが起きるんだよね。不安型の私は、彼の気持ちが理解できず焦って振られた。でも回避型の性質を学んだら復縁できたし、今は穏やかに付き合えてるよ。,2月15日,,3月21日
https://x.com/momo_fukuen/status/2023013155031646429,24,0,3244,もも｜回避型彼氏と復縁,我慢しない方がいい。同じことの繰り返しになっちゃうから。回避型に冷却期間をとると復縁率が下がる理由もそれ。たとえ復縁できても幸せになれないパターンが多いんだよね。私もそれは嫌だったし我慢したくなかった。だから自分から積極的にアプローチした。もちろん『回避型の地雷ポイント』は、,2月15日,,3月21日
https://x.com/momo_fukuen/status/2023013151793680818,124,2,17815,もも｜回避型彼氏と復縁,回避型が本命に選ぶ女性って『愛情深くて器が大きい』。だから彼が逃げても辛抱強く待っちゃう。でも、私はそれで振られたから「このまま復縁しても同じじゃない？」って冷静に考えちゃったんだよねそれに「逃げても何も言われないから次もそうしよ」って彼に逃げ癖がつく。回避型と復縁したいなら、,2月15日,,3月21日
https://x.com/momo_fukuen/status/2022677140505006346,55,2,3778,もも｜回避型彼氏と復縁,元彼から自分から戻ってくるのを期待すると、待つのがしんどくなる。私は「あのプライド高い彼が自分から戻ってくるはずない」って割り切って行動して復縁の流れを作った。彼に期待するのをやめて、自分が主導権を握るマインドに変えたら復縁が現実になったよ。受け身をやめるとメンタルも安定する◎,2月14日,,3月21日
https://x.com/momo_fukuen/status/2022603859592450171,282,18,18035,もも｜回避型彼氏と復縁,復縁した友達が言ってたのは「復縁したい側から動かないと始まらない」ってこと。「愛したい気持ちが少しでも残ってるなら、後悔しないように動いた方がいい」って言ってて完全同意だっただから今動いてる人たちは間違いなく正しい。諦めず行動した人だけが掴める幸せって本当にあるからね。,2月14日,,3月21日
https://x.com/momo_fukuen/status/2022512780226834476,47,1,9762,もも｜回避型彼氏と復縁,私が振られた理由も、彼の「男としての自信」が折れたからだった。私が不安をぶつけたせいで彼のプライド傷つけたんだよねそれでもやり直せたのは完全に放置しなかったから。「彼女のため」って思い込んで別れた彼が自分から連絡してくるわけがない。数ヶ月冷却期間なんて置いたら気持ちも冷めるし、,2月14日,,3月21日
https://x.com/momo_fukuen/status/2022314217144209681,68,1,7565,もも｜回避型彼氏と復縁,みんな言わないけど、冷却期間とって復縁できた人ってかなり運いいと思う。もちろん本人の努力もあるけど、元彼に新しい彼女ができなかったorできてもすぐ別れたってことだから。私は運に任せすぎるのは怖くて無理だったから、自分の気持ちに正直に行動した。結果それで復縁できたから正解だったよ。,2月13日,,3月21日
https://x.com/momo_fukuen/status/2022431085481882053,28,1,2671,もも｜回避型彼氏と復縁,復縁は本物のパートナーシップの始まりだよ。一度逃げ出した彼が自ら「戻る」決断をした時、そこには以前とは比べものにならない覚悟が宿るから。前より本気で向き合ってくれるし、一度失ったからこそ愛の深さも重みも全然違う。今の2人が一番幸せ。この関係は別れたからこそ作れたって断言できる,2月14日,,3月21日
https://x.com/haru_motokare/status/2022253749750968745,1086,52,167672,はる@元カレの本音,男目線で見てもこれは正解です。女性は気持ちが冷めたら元彼に対して無関心になるみたいですが、男は絶対にそんなことならないです。男だけで飲むとまじでみんな元カノの話しますからね。振ったとしてもそれくらい未練タラタラなんですよ。男は常にグレーです。だからこそ行動次第で復縁は十分可能です,2月13日,,3月21日
https://x.com/momo_fukuen/status/2022283353496674475,102,0,14948,もも｜回避型彼氏と復縁,回避型が最後に復縁したくなるのは『自分のこと本気で好きでいてくれる女性』だよ。彼らは『見捨てられ不安』が強い。だから一途に想ってくれる元カノに心が揺れるし戻りたくなる。ただ問題は『一途＝重い』って彼に勘違いされがちなこと。ここで多くの女性が重さや執着をなくすために、,2月13日,,3月21日
https://x.com/momo_fukuen/status/2022149349971833290,137,1,22984,もも｜回避型彼氏と復縁,復縁できた女性が100%知ってる真実『振った側から連絡するのは想像よりはるかに気まずい』。特に回避型って逃げるように別れるから気まずさで連絡できなくなる。返事する時も冷たい感じになっちゃう。彼がそっけないのは「もう気持ちない」からじゃない。「興味がない」からでもない。別れた直後に、,2月13日,,3月21日
https://x.com/momo_fukuen/status/2022066180433883181,70,1,3787,もも｜回避型彼氏と復縁,よく「復縁は運」って言うけど違う。決意の強さだよ。「絶対にむり」「幸せになれない」って散々言われた。でも彼が心の底から笑えるのも幸せになれるのも、私と一緒のときだけって確信があった。その直感だけを信じて行動したから復縁できたし今も溺愛されてる。気持ちの強さが未来を作るんだよ。,2月13日,,3月21日
https://x.com/momo_fukuen/status/2021953667910578410,55,0,4160,もも｜回避型彼氏と復縁,復縁活動中「いい感じかも」って思ったのに急に彼が距離をとってくることあるよね。それって嫌いになったからじゃなくて、自分が別れを告げたのに気持ちが戻ってきて気まずくなっただけ。ここで白黒つけようとすると縁が切れちゃう。こういう時こそ焦らずサラッと受け流せば、復縁はすぐだからね。,2月12日,,3月21日
https://x.com/momo_fukuen/status/2021921830978891860,95,1,12687,もも｜回避型彼氏と復縁,回避型は『未練が強いときほど連絡できなくなる』生き物。復縁した彼が言ってたのは「未練も後悔もあったけど、自分から振ったのに連絡なんてできるわけないよ」って。回避型ってほんと頑固だよね。自分からは絶対連絡できないけど、未練があるからブロックはしない。ただ、その気持ちがなくなったら、,2月12日,,3月21日
https://x.com/momo_fukuen/status/2021786953763700873,151,6,23197,もも｜回避型彼氏と復縁,元彼の「俺よりいい人いるよ」は本心じゃないからね。特に回避型は、本命への愛が強くなると自信を失って突き放す。私も振られるときに言われたけど、彼の本心は『それでも俺のことが好きって言ってほしい』だったみたい。だからこの言葉を言われたら復縁の可能性は限りなく高いってこと。それなのに、,2月12日,,3月21日
https://x.com/momo_fukuen/status/2021701275960606995,123,3,16385,もも｜回避型彼氏と復縁,回避型の彼いわく『元カノから連絡きたこともあったけど「いまさら遅いよ」って思った』らしい。冷却期間は記憶を美化してくれる。でも時間が経ちすぎるとただの「いい思い出」に落ち着いちゃうんだよね。『別れて1年以内』の復縁率が高い理由も完全にこれ。タイミングを逃さないって大事すぎる。,2月12日,,3月21日
https://x.com/momo_fukuen/status/2021583654284091771,619,22,27486,もも｜回避型彼氏と復縁,一度別れても『本当に縁がある相手』なら絶対に戻れるよ。今は信じられないかもだけど、どんなに最悪な別れ方してもほんとに何とかなるから大丈夫。私も彼に突き放されたときは絶望したけど、諦めなかったから今も彼に隣にいられてる。諦めずに行動すれば、運が味方してくれる瞬間が必ずくるからね。,2月11日,,3月21日
https://x.com/momo_fukuen/status/2022650882123534371,469,16,68178,もも｜回避型彼氏と復縁,元彼が一番グッとくるのって『振られても一途でいる』だからね。男は放置したら焦って追いかけてくるって言うけど、それは自信過剰でコミュ力高い男限定。基本的に回避傾向がある男は、放置しすぎると「もう自分への未練ないんだな」って次に進むモードになる。気持ちの整理が完全についた男は、,2月14日,,3月21日
https://x.com/momo_fukuen/status/2021434589361864895,20,0,3890,もも｜回避型彼氏と復縁,意外とすぐ戻ってくる。進展しないのは冷められたからじゃない。ただ『回避型への接し方』を知らないだけ。定番の復縁ノウハウは『回避型の地雷』になる。たとえば『長い冷却期間』。安定型には効果的でも回避型には逆効果。距離を置くと彼がさらにそっけなくなるのはそのせいでも、,2月11日,,3月21日
